都道府県,Prefecture,センター名,Center Name,"Phone number
電話番号","Supported Languages
対応言語","Open Hours
対応時間","Postal code
郵便番号","Address
住所","Homepage
ホームページ","Comments
コメント"
滋賀県,Shiga,滋賀県健康医療福祉部薬務感染症対策課,Shiga Ken Kenkou Iryou Fukushi Bu Yaku Tsutomu Kansen Shou Taisaku Ka,080-2470-8042,Japanese,Every day 24 hours,520-8577,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,草津保健所,Kusatsu Hokenjo,080-2522-3054,Japanese,Weekdays 8:30-17:15,520-8578,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,甲賀保健所,Kouga Hokenjo,080-8527-5165,Japanese,Weekdays 8:30-17:15,520-8579,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,東近江保健所,Higashi Ohmi Hokenjo,080-8318-0938,Japanese,Weekdays 8:30-17:15,520-8580,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,彦根保健所,Hikone Hokenjo,080-2470-8465,Japanese,Weekdays 8:30-17:15,520-8581,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,長浜保健所,Nagahama Hokenjo,080-2525-6322,Japanese,Weekdays 8:30-17:15,520-8582,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,高島保健所,Takashima Hokenjo,080-2522-7183,Japanese,Weekdays 8:30-17:15,520-8583,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,大津市保健所,Ootsu Shi Hokenjo,077-526-5411,Japanese,Every day 8:40-20:00,520-8584,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,大津市保健所,Ootsu Shi Hokenjo,080-2409-1856,Japanese,Every day 20:00-8:40,520-8585,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
京都府,Kyoto,専用相談窓口,Senyou Soudan Madoguchi,075-414-4726,Japanese,Every day 24 hours,602-8570,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,乙訓保健所,Otokuni Hokenjo,075-933-1153,Japanese,Weekdays 8:30-17:15,602-8571,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,山城北保健所,Yamashiro Kita Hokenjo,0774-21-2911,Japanese,Weekdays 8:30-17:15,602-8572,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,山城南保健所,Yamashiro Minami Hokenjo,0774-72-0981,Japanese,Weekdays 8:30-17:15,602-8573,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,南丹保健所,Nantan Hokenjo,0771-62-2979,Japanese,Weekdays 8:30-17:15,602-8574,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,中丹西保健所,Chuu Tan Nishi Hokenjo,0773-22-6381,Japanese,Weekdays 8:30-17:15,602-8575,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,中丹東保健所,Chuu Tan Higashi Hokenjo,0773-75-0806,Japanese,Weekdays 8:30-17:15,602-8576,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,丹後保健所,Tango Hokenjo,0772-62-4312,Japanese,Weekdays 8:30-17:15,602-8577,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
大阪府,Osaka,大阪市保健所,Oosaka Shi Hokenjo,06-6647-0641,Japanese,Every day 24 hours,540-8570,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,大阪府池田保健所,Oosaka Fu Ikeda Hokenjo,06-7166-9911,Japanese,Every day 24 hours,540-8571,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,堺市保健所,Sakai Shi Hokenjo,072-228-0239,Japanese,Every day 24 hours,540-8580,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,高槻市保健所,Takatsuki Shi Hokenjo,072-661-9335,Japanese,Every day 24 hours,540-8581,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,東大阪市保健所,Higashioosaka Shi Hokenjo,072-963-9393,Japanese,Every day 24 hours,540-8582,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,豊中市保健所,Toyonaka Shi Hokenjo,06-6151-2603,Japanese,Every day 24 hours,540-8583,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,枚方市健康部,Hirakata Shi Kenkou Bu,072-841-1326,Japanese,Every day 24 hours,540-8584,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,八尾市保健所,Yao Shi Hokenjo,072-994-0668,Japanese,Every day 24 hours,540-8585,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,寝屋川市保健所,Neyagawa Shi Hokenjo,072-829-8455,Japanese,Every day 24 hours,540-8586,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,吹田市保健所,Suita Shi Hokenjo,06-6339-2225,Japanese,Every day 24 hours,540-8587,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
兵庫県,Hyogo,神戸市保健所,Kobe Shi Hokenjo,078-322-6829,Japanese,Every day 24 hours,650-8567,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,芦屋健康福祉事務所,Ashiya Kenkou Fukushi Jimusho,0797-32-0707,Japanese,Weekdays 9:00-17:30,650-8568,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,宝塚健康福祉事務所,Takaraduka Kenkou Fukushi Jimusho,0797-62-7304,Japanese,Weekdays 9:00-17:30,650-8569,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,伊丹健康福祉事務所,Itami Kenkou Fukushi Jimusho,072-785-9437,Japanese,Weekdays 9:00-17:30,650-8570,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,加古川健康福祉事務所,Kakogawa Kenkou Fukushi Jimusho,079-422-0002,Japanese,Weekdays 9:00-17:30,650-8571,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,加東健康福祉事務所,Katoh Kenkou Fukushi Jimusho,0795-42-9436,Japanese,Weekdays 9:00-17:30,650-8572,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,中播磨健康福祉事務所,Nakaharima Kenkou Fukushi Jimusho,0790-22-1234,Japanese,Weekdays 9:00-17:30,650-8573,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,龍野健康福祉事務所,Takino Kenkou Fukushi Jimusho,0791-63-5140,Japanese,Weekdays 9:00-17:30,650-8574,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,赤穂健康福祉事務所,Akoh Kenkou Fukushi Jimusho,0791-43-2321,Japanese,Weekdays 9:00-17:30,650-8575,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,豊岡健康福祉事務所,Toyooka Kenkou Fukushi Jimusho,0796-26-3660,Japanese,Weekdays 9:00-17:30,650-8576,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,朝来健康福祉事務所,Asago Kenkou Fukushi Jimusho,079-672-0555,Japanese,Weekdays 9:00-17:30,650-8577,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,丹波健康福祉事務所,Tanba Kenkou Fukushi Jimusho,0795-73-3765,Japanese,Weekdays 9:00-17:30,650-8578,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,洲本健康福祉事務所,Sumoto Kenkou Fukushi Jimusho,0799-26-2062,Japanese,Weekdays 9:00-17:30,650-8579,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,兵庫県休日・夜間コールセンター,Hyogo Call Center,078-362-9980,Japanese,"Weekdays 17:30-9:00
Weekends, Holidays",650-8580,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,姫路市保健所,Himeji shi Hokenjo,079-289-0055,Japanese,"Weekdays 8:35-19:00
Weekends, Holidays 8:35-17:20",650-8580,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,尼崎市保健所,Amagasaki shi Hokenjo,06-4869-3015,Japanese,"Weekdays 9:00-19:00
Weekends, Holidays 9:00-17:00",650-8581,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,尼崎市保健所,Amagasaki shi Hokenjo,06-6489-6900,Japanese,"Weekdays 19:00-9:00
Weekends, Holidays 17:00-9:00",650-8582,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,西宮市保健所,Nishinomiya shi Hokenjo,0798-26-2240,Japanese,Every day 8:45-19:00,650-8582,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,あかし保健所,Akashi Hokenjo,078-918-5439,Japanese,Weekends 8:55-17:40,650-8583,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
奈良県,Nara,奈良県庁,Nara Kenchou,0742-27-1132,Japanese,"Weekdays 8:30-21:00
Weekends, Holidays 10:00-16:00",630-8501,奈良市登大路町30,http://www.pref.nara.jp/,
和歌山県,Wakayama,和歌山市保健所,Wakayama Shi Hokenjo,090-9870-5112,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,海南保健所,Kainan Hokenjo,073-482-0600,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,岩出保健所,Iwade Hokenjo,0736-61-0020,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,橋本保健所,Hashimoto Hokenjo,0736-42-0491,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,湯浅保健所,Yuasa Hokenjo,0737-64-1291,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,御坊保健所,Gobou Hokenjo,0738-22-3481,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,田辺保健所,Tanabe Hokenjo,0739-26-7933,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,新宮保健所,Shinguu Hokenjo,0735-21-9630,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
和歌山県,Wakayama,新宮保健所串本支所,Shinguu Hokenjo Kushimoto Shisho,0735-72-0525,Japanese,"Weekdays 9:00-17:45
Emergencies only after hours",640-8585,和歌山市小松原通一丁目1番地,https://www.pref.wakayama.lg.jp/prefg/050100/d00203361.html,
